date,code,indicator,model,full_prob_high,partial_prob_high,full_regime,partial_regime
2011-02-28,M0000545,工业增加值,模型A：均值—方差切换,0.9364626157365208,0.022620479278222003,高位区制,低位区制
2011-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.9959311571198659,0.000617845016885957,高位区制,低位区制
2011-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.9924720195166393,0.009960776969675808,高位区制,低位区制
2011-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.9950946089757465,0.006071416330968553,高位区制,低位区制
2011-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.9999442823444099,8.566600827160248e-06,高位区制,低位区制
2011-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.9992373142447051,0.00048693735111416314,高位区制,低位区制
2011-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.9977154734786033,0.002200095336843617,高位区制,低位区制
2011-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.9972806971047281,0.0014862804238229442,高位区制,低位区制
2011-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.9782595628093403,0.03271691473512381,高位区制,低位区制
2011-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.9435892750945841,0.13476874522541352,高位区制,低位区制
2011-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.9640307455832986,0.07699691793104355,高位区制,低位区制
2012-01-31,M0000545,工业增加值,模型A：均值—方差切换,0.9999981746010239,4.047620460456353e-09,高位区制,低位区制
2012-02-29,M0000545,工业增加值,模型A：均值—方差切换,0.9999999999999664,1.31716427202413e-20,高位区制,低位区制
2012-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.30171931051585427,0.758310160182044,低位区制,高位区制
2012-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.04283502617001031,0.9745706799705829,低位区制,高位区制
2012-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.007680426980342046,0.9940305720088692,低位区制,高位区制
2012-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.003084934407513512,0.995696686817971,低位区制,高位区制
2012-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.002559381790787985,0.9957058212602844,低位区制,高位区制
2012-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.002935931475198209,0.9950403122994027,低位区制,高位区制
2012-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.005635673300617567,0.9919591147759619,低位区制,高位区制
2012-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.009168300809013739,0.9939943829522072,低位区制,高位区制
2012-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.04604262208026455,0.9761034470970842,低位区制,高位区制
2012-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.3173490046125421,0.7423498545853588,低位区制,高位区制
2013-01-31,M0000545,工业增加值,模型A：均值—方差切换,0.9999999690613713,8.740185648986262e-12,高位区制,低位区制
2013-02-28,M0000545,工业增加值,模型A：均值—方差切换,0.9985392682475982,1.4086065011024466e-05,高位区制,低位区制
2013-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.20917294061698613,0.8713669812393539,低位区制,高位区制
2013-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.060364703487323576,0.9674000753312699,低位区制,高位区制
2013-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.019788096957303058,0.9859125405979214,低位区制,高位区制
2013-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.00921055531700831,0.9904623826399426,低位区制,高位区制
2013-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.01229389740604361,0.9787506636870917,低位区制,高位区制
2013-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.01759590293331604,0.9611213744548565,低位区制,高位区制
2013-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.01029488018596401,0.9841487864817137,低位区制,高位区制
2013-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.023948965419603625,0.9423450864152465,低位区制,高位区制
2013-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.030029113555303598,0.9197924657238471,低位区制,高位区制
2013-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.013803217947563076,0.9733967202312,低位区制,高位区制
2014-01-31,M0000545,工业增加值,模型A：均值—方差切换,0.007559392127590929,0.9875801793924304,低位区制,高位区制
2014-02-28,M0000545,工业增加值,模型A：均值—方差切换,0.004817960127319588,0.9924956101098391,低位区制,高位区制
2014-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.00390618904285816,0.9937905468642934,低位区制,高位区制
2014-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.0032395766318909724,0.9949525835988138,低位区制,高位区制
2014-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.003209227944831969,0.994959370091602,低位区制,高位区制
2014-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.003632811441119155,0.9940227941609806,低位区制,高位区制
2014-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.003306441834037269,0.9945680032859668,低位区制,高位区制
2014-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.003262980934132016,0.9927395224037471,低位区制,高位区制
2014-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.002567715275773189,0.9957595705246369,低位区制,高位区制
2014-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.0025462889395425434,0.99587935579851,低位区制,高位区制
2014-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.003369142615053718,0.9942153568543021,低位区制,高位区制
2014-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.009645106000473068,0.9773732143362682,低位区制,高位区制
2015-01-31,M0000545,工业增加值,模型A：均值—方差切换,0.053501424101825026,0.7634920003046103,低位区制,高位区制
2015-02-28,M0000545,工业增加值,模型A：均值—方差切换,0.13538527988793175,0.21594880278286505,低位区制,低位区制
2015-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.042253186767954865,0.7409853393287968,低位区制,高位区制
2015-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.010895114936696973,0.9507670554178352,低位区制,高位区制
2015-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.004299135547625809,0.9881299217177272,低位区制,高位区制
2015-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.0027056179772140987,0.9950251878100025,低位区制,高位区制
2015-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.00285450420717672,0.9941258644321528,低位区制,高位区制
2015-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.0030763135813221625,0.9933411988528505,低位区制,高位区制
2015-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.004271985202069074,0.9877921412503538,低位区制,高位区制
2015-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.003136378963655908,0.9930389510287303,低位区制,高位区制
2015-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.0024877003562704136,0.9957629527922726,低位区制,高位区制
2015-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.002458088617431491,0.9956173732984824,低位区制,高位区制
2016-01-31,M0000545,工业增加值,模型A：均值—方差切换,0.0025422389309356173,0.9955913339817559,低位区制,高位区制
2016-02-29,M0000545,工业增加值,模型A：均值—方差切换,0.0035940649802602364,0.9909967290443221,低位区制,高位区制
2016-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.0027809735425666235,0.9953447405537869,低位区制,高位区制
2016-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.002443735565714195,0.9957779118859471,低位区制,高位区制
2016-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.0023963816817927667,0.9958630041574017,低位区制,高位区制
2016-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.002408833898447886,0.9960168871694444,低位区制,高位区制
2016-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.0023870944714313707,0.9959508593962754,低位区制,高位区制
2016-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.002428734571505971,0.9960196557943044,低位区制,高位区制
2016-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.0024475278589489347,0.9959920038525394,低位区制,高位区制
2016-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.0028565042668150355,0.9956974212274585,低位区制,高位区制
2016-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.0058723137413814125,0.9915394449337266,低位区制,高位区制
2016-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.029134882325793223,0.9362796638346926,低位区制,高位区制
2017-01-31,M0000545,工业增加值,模型A：均值—方差切换,0.20930644293013154,0.2276261644546906,低位区制,低位区制
2017-02-28,M0000545,工业增加值,模型A：均值—方差切换,0.30987399432449203,0.11028338133312117,低位区制,低位区制
2017-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.06784483149724545,0.8736984497817082,低位区制,高位区制
2017-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.011303931863189162,0.9866294102693716,低位区制,高位区制
2017-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.003951501297903181,0.9949879491495789,低位区制,高位区制
2017-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.00439293092171234,0.9924980688568351,低位区制,高位区制
2017-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.0026943591557342652,0.9957483175074354,低位区制,高位区制
2017-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.002561330446682237,0.9957709456857812,低位区制,高位区制
2017-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.003441874998579176,0.9948715662989789,低位区制,高位区制
2017-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.0049750432202817114,0.9950622521146631,低位区制,高位区制
2017-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.021128276967638863,0.9870958825089,低位区制,高位区制
2017-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.1335639421215116,0.9151354434384459,低位区制,高位区制
2018-01-31,M0000545,工业增加值,模型A：均值—方差切换,0.9999999631547851,1.1311403380400934e-11,高位区制,低位区制
2018-02-28,M0000545,工业增加值,模型A：均值—方差切换,0.9999999679829507,6.525789539291034e-13,高位区制,低位区制
2018-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.1389960381742533,0.9079428563346442,低位区制,高位区制
2018-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.022453431301686564,0.9883349739095529,低位区制,高位区制
2018-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.005209486949108874,0.9953226043720622,低位区制,高位区制
2018-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.002785960404982948,0.9956703970553773,低位区制,高位区制
2018-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.0024964936715163224,0.9957091583448536,低位区制,高位区制
2018-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.0027919034984766836,0.9947320589950629,低位区制,高位区制
2018-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.00548745156352758,0.9811379933142083,低位区制,高位区制
2018-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.002851300451505784,0.9944465454763279,低位区制,高位区制
2018-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.002643204303936839,0.9952800467289763,低位区制,高位区制
2018-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.003785316077169572,0.9912737935100797,低位区制,高位区制
2019-01-31,M0000545,工业增加值,模型A：均值—方差切换,0.008246538948837959,0.9736630318141565,低位区制,高位区制
2019-02-28,M0000545,工业增加值,模型A：均值—方差切换,0.027869584897059534,0.8199648529769256,低位区制,高位区制
2019-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.01768045325322572,0.9266620824511199,低位区制,高位区制
2019-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.005189896987657519,0.9863868933195428,低位区制,高位区制
2019-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.0036308158906650256,0.9914923754021998,低位区制,高位区制
2019-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.0027601590833057892,0.9952582082181476,低位区制,高位区制
2019-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.0037322175270099807,0.9906533588534652,低位区制,高位区制
2019-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.00459052530066816,0.9867493075607191,低位区制,高位区制
2019-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.0032484769829980893,0.9945255633615013,低位区制,高位区制
2019-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.00617397427911674,0.9922347787225487,低位区制,高位区制
2019-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.021518866644932463,0.9892797083849622,低位区制,高位区制
2019-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.14515458879821974,0.9141736961229292,低位区制,高位区制
2020-01-31,M0000545,工业增加值,模型A：均值—方差切换,0.9999999999481418,3.026069843606828e-17,高位区制,低位区制
2020-02-29,M0000545,工业增加值,模型A：均值—方差切换,1.0000000000000004,1.2357402810126726e-174,高位区制,低位区制
2020-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.9999651794594802,3.642549917680988e-08,高位区制,低位区制
2020-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.25126807606252166,0.7294732884996254,低位区制,高位区制
2020-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.055346595040791334,0.9425434452475981,低位区制,高位区制
2020-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.015294601966803135,0.987027604984676,低位区制,高位区制
2020-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.016893812314673146,0.9875928980737823,低位区制,高位区制
2020-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.06339090216070384,0.9588805971509904,低位区制,高位区制
2020-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.40938833644393513,0.6224508087766348,低位区制,高位区制
2020-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.9999920111082498,4.06727933379226e-08,高位区制,低位区制
2020-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.9999997927570043,3.2414696205833025e-09,高位区制,低位区制
2020-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.9999787771267319,3.0354490951274455e-06,高位区制,低位区制
2021-01-31,M0000545,工业增加值,模型A：均值—方差切换,1.0000000000000002,1.8970710309587293e-91,高位区制,低位区制
2021-02-28,M0000545,工业增加值,模型A：均值—方差切换,1.0000000000000004,0.0,高位区制,低位区制
2021-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.9999999983744359,5.585703456835701e-13,高位区制,低位区制
2021-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.9707158695904894,0.010752049576121931,高位区制,低位区制
2021-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.6512529406185038,0.3862379321592625,高位区制,低位区制
2021-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.3380527528674525,0.8098895397278839,低位区制,高位区制
2021-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.22695589006399608,0.9380037985146901,低位区制,高位区制
2021-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.3395997837545389,0.805576250385844,低位区制,高位区制
2021-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.9998263371096144,6.040698748089268e-07,高位区制,低位区制
2021-10-31,M0000545,工业增加值,模型A：均值—方差切换,1.0000000000000002,2.1312731053856098e-29,高位区制,低位区制
2021-11-30,M0000545,工业增加值,模型A：均值—方差切换,1.0,2.3612829059420644e-24,高位区制,低位区制
2021-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.999999999375459,4.205535053450389e-14,高位区制,低位区制
2022-01-31,M0000545,工业增加值,模型A：均值—方差切换,0.9999999964484543,5.796556456652268e-13,高位区制,低位区制
2022-02-28,M0000545,工业增加值,模型A：均值—方差切换,0.99914248330977,0.00028534939011064296,高位区制,低位区制
2022-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.963664746025255,0.07460880138731522,高位区制,低位区制
2022-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.9999999998393765,8.435196675267891e-16,高位区制,低位区制
2022-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.9908773614546851,0.00024062836291958216,高位区制,低位区制
2022-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.21184373146213384,0.8048969645713523,低位区制,高位区制
2022-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.05317996539661594,0.9571037529420875,低位区制,高位区制
2022-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.025738853970909116,0.9854857503348013,低位区制,高位区制
2022-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.052155975180242564,0.9686762533425205,低位区制,高位区制
2022-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.21722269327912316,0.7845364610082503,低位区制,高位区制
2022-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.9396278146076458,0.003522211983796268,高位区制,低位区制
2022-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.9798521330743809,0.0030745229607788446,高位区制,低位区制
2023-01-31,M0000545,工业增加值,模型A：均值—方差切换,1.0000000000000007,2.494663639222666e-36,高位区制,低位区制
2023-02-28,M0000545,工业增加值,模型A：均值—方差切换,1.0000000000000007,7.279499621917053e-34,高位区制,低位区制
2023-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.14026951866683954,0.9102652777291563,低位区制,高位区制
2023-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.027973569480543546,0.9832726167438497,低位区制,高位区制
2023-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.01463756180915101,0.9682360589422327,低位区制,高位区制
2023-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.006120965042428159,0.9856517493990298,低位区制,高位区制
2023-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.0050174905799467194,0.9863001767879117,低位区制,高位区制
2023-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.0035440704046661407,0.994049669494294,低位区制,高位区制
2023-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.007998288518450953,0.9863252833027873,低位区制,高位区制
2023-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.008840734148024342,0.992730604041898,低位区制,高位区制
2023-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.03779376236218299,0.9815704172508238,低位区制,高位区制
2023-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.24546003096890187,0.8251212017684965,低位区制,高位区制
2024-01-31,M0000545,工业增加值,模型A：均值—方差切换,1.0000000000000007,1.7965506023527365e-62,高位区制,低位区制
2024-02-29,M0000545,工业增加值,模型A：均值—方差切换,1.0000000000000004,1.4041893981195377e-54,高位区制,低位区制
2024-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.16233681543414888,0.8833853033586019,低位区制,高位区制
2024-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.0384036531942088,0.9763370716748687,低位区制,高位区制
2024-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.0073501539634042035,0.9944001933675197,低位区制,高位区制
2024-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.0036804206024076873,0.9945348950783789,低位区制,高位区制
2024-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.00686109643271403,0.9791646927585901,低位区制,高位区制
2024-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.03128511957168856,0.8310382151373411,低位区制,高位区制
2024-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.12794408001010585,0.24139884605071438,低位区制,低位区制
2024-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.03917993391108215,0.9017893863511522,低位区制,高位区制
2024-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.04189044236339136,0.9704342909819097,低位区制,高位区制
2024-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.153923441245108,0.8978862707752102,低位区制,高位区制
2025-01-31,M0000545,工业增加值,模型A：均值—方差切换,1.0000000000000007,9.019748670107746e-40,高位区制,低位区制
2025-02-28,M0000545,工业增加值,模型A：均值—方差切换,1.0000000000000007,3.376412196149723e-104,高位区制,低位区制
2025-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.26104948265046857,0.80734551812801,低位区制,高位区制
2025-04-30,M0000545,工业增加值,模型A：均值—方差切换,0.0379094150071076,0.981266583335973,低位区制,高位区制
2025-05-31,M0000545,工业增加值,模型A：均值—方差切换,0.007478175090008478,0.9947337990083024,低位区制,高位区制
2025-06-30,M0000545,工业增加值,模型A：均值—方差切换,0.004714316726557545,0.9938907272802383,低位区制,高位区制
2025-07-31,M0000545,工业增加值,模型A：均值—方差切换,0.0058818096130699975,0.9907788251147535,低位区制,高位区制
2025-08-31,M0000545,工业增加值,模型A：均值—方差切换,0.026084734820398622,0.9311805827132557,低位区制,高位区制
2025-09-30,M0000545,工业增加值,模型A：均值—方差切换,0.16310900370909687,0.36661343569374116,低位区制,低位区制
2025-10-31,M0000545,工业增加值,模型A：均值—方差切换,0.20918715455645748,0.17414566272819837,低位区制,低位区制
2025-11-30,M0000545,工业增加值,模型A：均值—方差切换,0.2671959493019602,0.05515476203289252,低位区制,低位区制
2025-12-31,M0000545,工业增加值,模型A：均值—方差切换,0.06628138995261622,0.7671201277477652,低位区制,高位区制
2026-01-31,M0000545,工业增加值,模型A：均值—方差切换,0.03364572336166772,0.8548671276191393,低位区制,高位区制
2026-02-28,M0000545,工业增加值,模型A：均值—方差切换,0.010303437879687908,0.983187893666262,低位区制,高位区制
2026-03-31,M0000545,工业增加值,模型A：均值—方差切换,0.018404261722624927,0.9864725266756805,低位区制,高位区制
2006-01-31,M0000545,工业增加值,模型B：共同AR(1),0.6085097372962697,0.7252616960691582,高位区制,高位区制
2006-02-28,M0000545,工业增加值,模型B：共同AR(1),0.9999848436853505,4.1647285697396845e-21,高位区制,低位区制
2006-03-31,M0000545,工业增加值,模型B：共同AR(1),0.08550688520999533,0.005151700765976256,低位区制,低位区制
2006-04-30,M0000545,工业增加值,模型B：共同AR(1),0.016868136628384576,0.006508463277809061,低位区制,低位区制
2006-05-31,M0000545,工业增加值,模型B：共同AR(1),0.05528800811589622,5.235488270340736e-07,低位区制,低位区制
2006-06-30,M0000545,工业增加值,模型B：共同AR(1),0.10293904853579344,4.2299931350608817e-10,低位区制,低位区制
2006-07-31,M0000545,工业增加值,模型B：共同AR(1),0.01980235034005049,0.09988900951741135,低位区制,低位区制
2006-08-31,M0000545,工业增加值,模型B：共同AR(1),0.007354490559916675,0.07161744002624984,低位区制,低位区制
2006-09-30,M0000545,工业增加值,模型B：共同AR(1),0.016568971406151115,0.0014860336670172477,低位区制,低位区制
2006-10-31,M0000545,工业增加值,模型B：共同AR(1),0.009671913123564852,0.5156487749820298,低位区制,高位区制
2006-11-30,M0000545,工业增加值,模型B：共同AR(1),0.011771854733711192,0.43098385628970975,低位区制,低位区制
2006-12-31,M0000545,工业增加值,模型B：共同AR(1),0.08461023733577336,0.2040164414397225,低位区制,低位区制
2007-01-31,M0000545,工业增加值,模型B：共同AR(1),0.9999999999998351,8.817878776427939e-44,高位区制,低位区制
2007-02-28,M0000545,工业增加值,模型B：共同AR(1),0.9999999999999551,6.91247934546256e-11,高位区制,低位区制
2007-03-31,M0000545,工业增加值,模型B：共同AR(1),0.9981574404468924,1.3698807535390603e-11,高位区制,低位区制
2007-04-30,M0000545,工业增加值,模型B：共同AR(1),0.14502656211463166,0.00014330120354930212,低位区制,低位区制
2007-05-31,M0000545,工业增加值,模型B：共同AR(1),0.08077460052364356,1.7585189493931126e-06,低位区制,低位区制
2007-06-30,M0000545,工业增加值,模型B：共同AR(1),0.13606388803935268,4.009193206505703e-11,低位区制,低位区制
2007-07-31,M0000545,工业增加值,模型B：共同AR(1),0.01567569836644988,5.2578837708684406e-05,低位区制,低位区制
2007-08-31,M0000545,工业增加值,模型B：共同AR(1),0.00856980423098265,2.9848101234472793e-05,低位区制,低位区制
2007-09-30,M0000545,工业增加值,模型B：共同AR(1),0.00957323405699477,1.1183225904879196e-05,低位区制,低位区制
2007-10-31,M0000545,工业增加值,模型B：共同AR(1),0.007096031383640554,0.00017427301066619925,低位区制,低位区制
2007-11-30,M0000545,工业增加值,模型B：共同AR(1),0.007008168827394608,0.0004242553451550721,低位区制,低位区制
2007-12-31,M0000545,工业增加值,模型B：共同AR(1),0.005956094580538094,0.01799126936211264,低位区制,低位区制
2008-01-31,M0000545,工业增加值,模型B：共同AR(1),0.0060892496027465486,0.20975061476532006,低位区制,低位区制
2008-02-29,M0000545,工业增加值,模型B：共同AR(1),0.010977432876951392,0.2371385313963827,低位区制,低位区制
2008-03-31,M0000545,工业增加值,模型B：共同AR(1),0.08530522957008511,2.9831889093018358e-05,低位区制,低位区制
2008-04-30,M0000545,工业增加值,模型B：共同AR(1),0.014572368640251014,0.3814216723483139,低位区制,低位区制
2008-05-31,M0000545,工业增加值,模型B：共同AR(1),0.007447249830527622,0.2973505340843526,低位区制,低位区制
2008-06-30,M0000545,工业增加值,模型B：共同AR(1),0.0069630729479697485,0.3858210707848778,低位区制,低位区制
2008-07-31,M0000545,工业增加值,模型B：共同AR(1),0.006709222604388183,0.8917847491076846,低位区制,高位区制
2008-08-31,M0000545,工业增加值,模型B：共同AR(1),0.015867906748154678,0.972832482973177,低位区制,高位区制
2008-09-30,M0000545,工业增加值,模型B：共同AR(1),0.04684595025886551,0.9085821745663678,低位区制,高位区制
2008-10-31,M0000545,工业增加值,模型B：共同AR(1),0.4381696740141414,0.02028329527896303,低位区制,低位区制
2008-11-30,M0000545,工业增加值,模型B：共同AR(1),0.6958493215257981,6.130490410934187e-08,高位区制,低位区制
2008-12-31,M0000545,工业增加值,模型B：共同AR(1),0.43351534768494243,0.0021693194187930066,低位区制,低位区制
2009-01-31,M0000545,工业增加值,模型B：共同AR(1),0.9999999999996729,5.287608762882762e-46,高位区制,低位区制
2009-02-28,M0000545,工业增加值,模型B：共同AR(1),1.0000000000000022,1.620601062965435e-14,高位区制,低位区制
2009-03-31,M0000545,工业增加值,模型B：共同AR(1),0.3749575201330603,0.042275094964132454,低位区制,低位区制
2009-04-30,M0000545,工业增加值,模型B：共同AR(1),0.05293516213080866,0.28319623700206265,低位区制,低位区制
2009-05-31,M0000545,工业增加值,模型B：共同AR(1),0.027605805488560772,0.5158206346380461,低位区制,高位区制
2009-06-30,M0000545,工业增加值,模型B：共同AR(1),0.07511527958630379,0.09472670431865682,低位区制,低位区制
2009-07-31,M0000545,工业增加值,模型B：共同AR(1),0.1044764274277761,0.021761693029915624,低位区制,低位区制
2009-08-31,M0000545,工业增加值,模型B：共同AR(1),0.4893288347338172,3.681600334731331e-06,低位区制,低位区制
2009-09-30,M0000545,工业增加值,模型B：共同AR(1),0.9779162569957534,7.245470170972382e-15,高位区制,低位区制
2009-10-31,M0000545,工业增加值,模型B：共同AR(1),0.9503915893467441,2.2903286594298215e-14,高位区制,低位区制
2009-11-30,M0000545,工业增加值,模型B：共同AR(1),0.9783869824847663,2.898514415916535e-21,高位区制,低位区制
2009-12-31,M0000545,工业增加值,模型B：共同AR(1),0.812782979683904,4.823579694809233e-15,高位区制,低位区制
2010-01-31,M0000545,工业增加值,模型B：共同AR(1),1.0000000000000027,9.368169833293226e-89,高位区制,低位区制
2010-02-28,M0000545,工业增加值,模型B：共同AR(1),1.0000000000000024,1.4338286419548217e-09,高位区制,低位区制
2010-03-31,M0000545,工业增加值,模型B：共同AR(1),0.9998329195401464,1.887159404923069e-21,高位区制,低位区制
2010-04-30,M0000545,工业增加值,模型B：共同AR(1),0.10453265918807123,5.3258964399004686e-08,低位区制,低位区制
2010-05-31,M0000545,工业增加值,模型B：共同AR(1),0.015072881911615507,0.010401553060289958,低位区制,低位区制
2010-06-30,M0000545,工业增加值,模型B：共同AR(1),0.026051801149096443,0.915769307693459,低位区制,高位区制
2010-07-31,M0000545,工业增加值,模型B：共同AR(1),0.008338182560117074,0.9850984648614526,低位区制,高位区制
2010-08-31,M0000545,工业增加值,模型B：共同AR(1),0.007497354854138501,0.9846484692047694,低位区制,高位区制
2010-09-30,M0000545,工业增加值,模型B：共同AR(1),0.029722003869271083,0.9794642346425714,低位区制,高位区制
