source_segment_id,target_segment_id,evaluation_type,date,model_value,prior_prob_low_state,prior_prob_high_state,prob_low_state,prob_high_state,state,growth_regime,log_likelihood_under_previous_params
segment_02,segment_03,next_segment_using_previous_params,2020-05-31,-0.010950831271202333,0.6763687112032378,0.3236312887967623,0.977695218103246,0.022304781896753948,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2020-06-30,0.30028120679427417,0.9061623215652996,0.09383767843470034,0.9466196004607157,0.05338039953928421,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2020-07-31,0.4298702024409451,0.8868832985249704,0.11311670147502947,0.8393003610017568,0.16069963899824322,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2020-08-31,0.25839129777504866,0.8203034443769323,0.1796965556230678,0.9208537994337536,0.07914620056624636,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2020-09-30,0.8743180868533855,0.8708984361365396,0.1291015638634603,0.12182697057257824,0.8781730294274217,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2020-10-31,2.483377622659333,0.3751896518202754,0.6248103481797245,4.20064632577788e-08,0.9999999579935367,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2020-11-30,1.3791624405827605,0.2996093628047415,0.7003906371952585,0.00016926955948390245,0.9998307304405162,高均值状态,经济增长偏强,-505.1824771042544
segment_03,segment_04,next_segment_using_previous_params,2020-12-31,0.7207843709221464,0.1050845555404196,0.8949154444595804,0.04954777085017087,0.9504522291498291,高均值状态,经济增长偏强,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2021-01-31,2.5476940840165696,0.11960920310508756,0.8803907968949124,0.018273912091451527,0.9817260879085485,高均值状态,经济增长偏强,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2021-02-28,-0.5178201564319593,0.09460842906018085,0.9053915709398193,0.09333459335259328,0.9066654066474067,高均值状态,经济增长偏强,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2021-03-31,0.9158345216422248,0.154613020957347,0.845386979042653,0.06683059287076791,0.933169407129232,高均值状态,经济增长偏强,-100.60772435093548
